query,trial,cpu_time_ms
doctors_per_dept,0,0.024376000000006504
doctors_per_dept,1,0.026043999999995904
doctors_per_dept,2,0.024875999999993126
doctors_per_dept,3,0.021500000000000685
doctors_per_dept,4,0.022880000000002898
doctors_per_dept,5,0.020623999999996867
doctors_per_dept,6,0.02416400000000707
doctors_per_dept,7,0.021208000000001725
doctors_per_dept,8,0.021583999999998105
doctors_per_dept,9,0.02112799999999526
doctors_per_dept,10,0.021123999999997367
doctors_per_dept,11,0.022876000000005003
doctors_per_dept,12,0.02266399999999169
doctors_per_dept,13,0.022416000000004266
doctors_per_dept,14,0.02353999999999551
doctors_per_dept,15,0.02233600000000474
doctors_per_dept,16,0.018292000000003084
doctors_per_dept,17,0.01783600000000718
doctors_per_dept,18,0.018124000000008245
doctors_per_dept,19,0.017415999999999265
doctors_per_dept,20,0.01849600000000673
doctors_per_dept,21,0.017292000000002083
doctors_per_dept,22,0.021376000000003503
doctors_per_dept,23,0.02012799999999426
doctors_per_dept,24,0.018664000000001568
doctors_per_dept,25,0.018332000000002846
doctors_per_dept,26,0.01895599999999359
doctors_per_dept,27,0.018500000000004624
doctors_per_dept,28,0.018291999999996145
doctors_per_dept,29,0.017540000000003386
doctors_per_dept,30,0.017708000000005164
doctors_per_dept,31,0.018456000000000028
doctors_per_dept,32,0.021415999999996327
doctors_per_dept,33,0.02245599999999709
doctors_per_dept,34,0.020332000000004846
doctors_per_dept,35,0.020708000000001225
doctors_per_dept,36,0.01849600000000673
doctors_per_dept,37,0.018464000000002756
doctors_per_dept,38,0.01953999999999151
doctors_per_dept,39,0.02042000000000016
doctors_per_dept,40,0.017416000000006204
doctors_per_dept,41,0.018587999999999938
doctors_per_dept,42,0.019831999999997407
doctors_per_dept,43,0.01795599999999259
doctors_per_dept,44,0.017087999999998438
doctors_per_dept,45,0.01729599999999304
doctors_per_dept,46,0.017292000000002083
doctors_per_dept,47,0.01871199999999712
doctors_per_dept,48,0.019999999999999185
doctors_per_dept,49,0.02221199999999368
doctors_per_dept,50,0.017167999999991024
doctors_per_dept,51,0.020332000000004846
doctors_per_dept,52,0.019296000000001978
doctors_per_dept,53,0.017959999999990484
doctors_per_dept,54,0.017040000000002886
doctors_per_dept,55,0.017955999999999528
doctors_per_dept,56,0.021619999999999973
doctors_per_dept,57,0.025667999999999525
doctors_per_dept,58,0.02078800000000769
doctors_per_dept,59,0.020956000000002528
doctors_per_dept,60,0.01816399999999413
doctors_per_dept,61,0.017747999999997988
doctors_per_dept,62,0.019411999999996432
doctors_per_dept,63,0.01950399999999658
doctors_per_dept,64,0.020040000000005886
doctors_per_dept,65,0.023043999999992903
doctors_per_dept,66,0.01921199999999762
doctors_per_dept,67,0.017375999999999503
doctors_per_dept,68,0.017500000000003624
doctors_per_dept,69,0.017499999999996685
doctors_per_dept,70,0.021791999999992706
doctors_per_dept,71,0.019916000000001766
doctors_per_dept,72,0.02407999999999577
doctors_per_dept,73,0.019456000000007967
doctors_per_dept,74,0.024876000000007004
doctors_per_dept,75,0.022040000000007887
doctors_per_dept,76,0.01978800000000669
doctors_per_dept,77,0.01904400000000972
doctors_per_dept,78,0.021127999999988323
doctors_per_dept,79,0.021043999999997842
doctors_per_dept,80,0.019208000000006664
doctors_per_dept,81,0.02012799999999426
doctors_per_dept,82,0.0241280000000052
doctors_per_dept,83,0.023375999999998565
doctors_per_dept,84,0.021291999999999145
doctors_per_dept,85,0.020500000000006624
doctors_per_dept,86,0.01941999999999916
doctors_per_dept,87,0.02233199999999297
doctors_per_dept,88,0.023040000000001948
doctors_per_dept,89,0.019416000000001266
doctors_per_dept,90,0.021375999999989626
doctors_per_dept,91,0.023291999999994206
doctors_per_dept,92,0.02753999999999951
doctors_per_dept,93,0.0250879999999995
doctors_per_dept,94,0.02166399999999763
doctors_per_dept,95,0.02204400000000578
doctors_per_dept,96,0.019543999999982464
doctors_per_dept,97,0.026668000000007464
doctors_per_dept,98,0.021916000000003766
doctors_per_dept,99,0.021831999999999407
appointments_per_patient,0,0.26099999999999735
appointments_per_patient,1,0.17283199999999777
appointments_per_patient,2,0.18120799999998827
appointments_per_patient,3,0.17525200000000768
appointments_per_patient,4,0.17154399999998876
appointments_per_patient,5,0.17320800000000802
appointments_per_patient,6,0.18237200000000703
appointments_per_patient,7,0.17300000000000648
appointments_per_patient,8,0.17162400000000216
appointments_per_patient,9,0.16695600000000976
appointments_per_patient,10,0.16478800000000599
appointments_per_patient,11,0.1693320000000012
appointments_per_patient,12,0.1636240000000011
appointments_per_patient,13,0.1747079999999887
appointments_per_patient,14,0.1737479999999944
appointments_per_patient,15,0.16625200000000562
appointments_per_patient,16,0.16383599999998666
appointments_per_patient,17,0.16541599999999462
appointments_per_patient,18,0.1848319999999959
appointments_per_patient,19,0.1764560000000054
appointments_per_patient,20,0.17624800000000385
appointments_per_patient,21,0.17216799999999338
appointments_per_patient,22,0.17025600000000057
appointments_per_patient,23,0.17320800000000108
appointments_per_patient,24,0.18078800000000117
appointments_per_patient,25,0.17121200000000392
appointments_per_patient,26,0.16541999999999252
appointments_per_patient,27,0.16711999999999977
appointments_per_patient,28,0.16441599999998668
appointments_per_patient,29,0.16365999999999603
appointments_per_patient,30,0.1680399999999943
appointments_per_patient,31,0.1804120000000048
appointments_per_patient,32,0.17191999999999902
appointments_per_patient,33,0.17954399999999676
appointments_per_patient,34,0.1780400000000043
appointments_per_patient,35,0.1740439999999982
appointments_per_patient,36,0.17375200000000618
appointments_per_patient,37,0.1769560000000059
appointments_per_patient,38,0.1747040000000047
appointments_per_patient,39,0.1763800000000107
appointments_per_patient,40,0.17233199999999727
appointments_per_patient,41,0.1818000000000028
appointments_per_patient,42,0.17442000000000846
appointments_per_patient,43,0.16916799999999732
appointments_per_patient,44,0.17749599999998533
appointments_per_patient,45,0.17628399999999878
appointments_per_patient,46,0.1738360000000036
appointments_per_patient,47,0.17558399999999946
appointments_per_patient,48,0.1757040000000057
appointments_per_patient,49,0.17387599999999642
appointments_per_patient,50,0.17737200000000203
appointments_per_patient,51,0.18271200000000848
appointments_per_patient,52,0.18417200000000328
appointments_per_patient,53,0.1785840000000094
appointments_per_patient,54,0.17733600000000016
appointments_per_patient,55,0.18684000000000062
appointments_per_patient,56,0.1864120000000108
appointments_per_patient,57,0.1900840000000001
appointments_per_patient,58,0.20141599999999593
appointments_per_patient,59,0.17887200000001047
appointments_per_patient,60,0.17875199999999036
appointments_per_patient,61,0.1975839999999937
appointments_per_patient,62,0.187539999999993
appointments_per_patient,63,0.18641199999998997
appointments_per_patient,64,0.1942479999999941
appointments_per_patient,65,0.18908400000000603
appointments_per_patient,66,0.18446400000000224
appointments_per_patient,67,0.20928800000000886
appointments_per_patient,68,0.21216799999999175
appointments_per_patient,69,0.1959160000000043
appointments_per_patient,70,0.2007480000000006
appointments_per_patient,71,0.190828000000004
appointments_per_patient,72,0.18445599999999257
appointments_per_patient,73,0.18242000000000258
appointments_per_patient,74,0.1799199999999862
appointments_per_patient,75,0.179503999999997
appointments_per_patient,76,0.19021200000000904
appointments_per_patient,77,0.1889600000000019
appointments_per_patient,78,0.19275199999999743
appointments_per_patient,79,0.18204399999998538
appointments_per_patient,80,0.19087600000000648
appointments_per_patient,81,0.1812079999999952
appointments_per_patient,82,0.1814960000000032
appointments_per_patient,83,0.17241999999999952
appointments_per_patient,84,0.16937199999999403
appointments_per_patient,85,0.17296400000000461
appointments_per_patient,86,0.171503999999989
appointments_per_patient,87,0.1661240000000036
appointments_per_patient,88,0.16900399999999344
appointments_per_patient,89,0.17104400000000214
appointments_per_patient,90,0.16445600000000032
appointments_per_patient,91,0.16616400000000336
appointments_per_patient,92,0.16558000000000545
appointments_per_patient,93,0.16424800000000572
appointments_per_patient,94,0.16387600000000724
appointments_per_patient,95,0.16316799999999826
appointments_per_patient,96,0.1632039999999932
appointments_per_patient,97,0.16487600000000824
appointments_per_patient,98,0.17395599999999595
appointments_per_patient,99,0.16579600000000277
